1.302492651791021139e+01,1.592125335408009867e+01,1.061911351649330548e+01,8.833027444779872894e-03,1.729053631424903870e-02,-2.905442565679550171e-02
1.311025648991642001e+01,1.327339241666046377e+01,8.084541451626900965e+00,-4.100150614976882935e-02,-4.315207898616790771e-02,4.989784583449363708e-02
1.062995480265865922e+01,1.561068867776402591e+01,1.105795806473564191e+01,5.574617534875869751e-03,4.965028539299964905e-02,6.007942138239741325e-04
1.410587125031388211e+01,1.255919707725384171e+01,9.151884093990272362e+00,-4.389083385467529297e-02,-2.735722437500953674e-02,5.041721835732460022e-02
1.137963085922149453e+01,1.347125874691788638e+01,9.142759883686437661e+00,-1.465620473027229309e-02,-3.687613829970359802e-02,1.076518744230270386e-01
1.069290741117462851e+01,5.092421456000606028e+00,1.128504017754001865e+01,8.709562942385673523e-03,-6.168626621365547180e-02,3.850576281547546387e-02
1.426300607327997838e+01,1.236068514066792012e+01,1.152006956527175063e+01,5.570188537240028381e-02,3.084552846848964691e-02,4.061710834503173828e-02
8.886708249011139316e+00,4.183316271827568045e+00,1.132701253166377242e+01,-9.084870107471942902e-03,-4.746628552675247192e-02,-6.517064291983842850e-03
9.198485849796965041e+00,5.666598196043945990e+00,8.160641171476726186e+00,1.084200199693441391e-02,5.861745029687881470e-02,5.549404770135879517e-02
8.652409557005038110e+00,1.383731190733747773e+01,1.070771718232732539e+01,-1.315125077962875366e-02,3.744866326451301575e-02,1.001771464943885803e-01
5.477938683471482051e+00,1.231308240806261622e+01,1.180041694411156250e+01,-5.432347953319549561e-02,2.778704091906547546e-02,2.875689044594764709e-02
1.201381752130330760e+01,4.959726292537554038e+00,8.624869754007759681e+00,-2.165343612432479858e-02,5.419518053531646729e-02,1.324257347732782364e-02
4.225215916635929325e+00,9.891691211973242304e+00,1.109628536172191460e+01,-4.820645228028297424e-02,-9.041351731866598129e-04,-4.519457928836345673e-03
1.284906224133854025e+01,7.446278021663943036e+00,1.093339198366194864e+01,3.250420466065406799e-02,-2.913474664092063904e-02,1.029004007577896118e-01
5.826617839547163058e+00,1.462895145182574019e+01,8.570653513717935823e+00,2.811395376920700073e-02,-3.118289075791835785e-02,-1.229430921375751495e-02
1.308074825463306290e+01,1.364356739879983671e+01,9.884032647462410281e+00,-5.469643045216798782e-03,-6.468883249908685684e-03,6.075384095311164856e-02
5.280966920620899785e+00,1.085840447368246586e+01,1.050581268610270058e+01,-3.413987159729003906e-02,6.210129242390394211e-03,5.673125386238098145e-02
1.313052158404787306e+01,7.087644072331191758e+00,9.184622369660683461e+00,-3.430418670177459717e-02,3.191352635622024536e-02,8.725689351558685303e-02
9.929679479246624751e+00,1.501143920241337781e+01,1.188712635551424768e+01,-8.467063307762145996e-04,6.034167110919952393e-02,3.094888478517532349e-02
6.238376745995484640e+00,9.790699468018733143e+00,9.125202188409263115e+00,4.075793176889419556e-02,2.267817733809351921e-03,1.063041239976882935e-01
4.724642850639833469e+00,1.334612027077707275e+01,1.098988187240069436e+01,-3.027614578604698181e-02,1.920394040644168854e-02,-1.973352394998073578e-02
1.405599652416010059e+01,7.966530234322306114e+00,1.015715681031508488e+01,1.001500897109508514e-02,-5.021012853831052780e-03,7.922179996967315674e-02
1.181296131102165603e+01,1.472602451751544805e+01,1.147576136964605986e+01,2.252253517508506775e-02,5.871164798736572266e-02,3.137863799929618835e-02
3.806392926863324533e+00,8.275026568951167505e+00,1.053880365731373736e+01,-1.940388046205043793e-02,-5.404150579124689102e-03,-2.857246994972229004e-02
4.595413169863309832e+00,6.719851344391467585e+00,9.011413711281328176e+00,2.925500087440013885e-02,1.775543019175529480e-02,-2.102645672857761383e-02
1.485883170466059156e+01,8.853546806161809002e+00,1.166053602564712932e+01,6.107626110315322876e-02,-1.441109087318181992e-02,3.349879011511802673e-02
4.379981653588664869e+00,1.316440556286400820e+01,8.755110039750226392e+00,3.088928014039993286e-02,-1.739251427352428436e-02,-1.849089749157428741e-02
1.064659639775270605e+01,1.545477963124020349e+01,9.918871525423655910e+00,-6.262362003326416016e-04,-5.283018574118614197e-03,3.688483731821179390e-03
4.115616997059636795e+00,1.345800146050962809e+01,9.758589695557397192e+00,6.097326055169105530e-03,-3.583138110116124153e-03,-3.191438689827919006e-02
1.485880097176196912e+01,7.413218653333824015e+00,1.118946631985645190e+01,4.858255758881568909e-02,-2.586491219699382782e-02,8.454850874841213226e-03
5.191578993059398073e+00,1.242061105866779158e+01,8.606173903982449858e+00,5.282594263553619385e-02,-2.659316360950469971e-02,1.541924290359020233e-02
7.639590137080172205e+00,3.836142348539033353e+00,1.098451315280846430e+01,-1.016993448138237000e-02,-2.655725553631782532e-02,-2.392971143126487732e-02
1.645382868136129773e+01,7.761658153573649521e+00,1.026258448882565233e+01,7.220066618174314499e-03,-2.504090778529644012e-03,-3.179276734590530396e-02
8.444167856891496626e+00,1.538557445370763510e+01,9.058774998195072925e+00,1.323162764310836792e-02,-4.580179974436759949e-02,1.428187475539743900e-03
1.438268613393677775e+01,1.140824111987052980e+01,9.047968535314232952e+00,-5.213487148284912109e-02,-1.675194501876831055e-02,6.481797993183135986e-02
6.809607824978513690e+00,6.734735541383827240e+00,8.293470222809354198e+00,4.338725656270980835e-02,4.440547153353691101e-02,5.205160006880760193e-02
6.198638146755632405e+00,8.748378353714665323e+00,9.940790894974316672e+00,3.476598067209124565e-03,1.144691021181643009e-03,1.121909171342849731e-01
1.368660286169799889e+01,6.390033788931615000e+00,8.260987728788006024e+00,-4.359520971775054932e-02,4.268895462155342102e-02,2.563786506652832031e-02
1.500668871369000890e+01,7.169753110666570173e+00,1.006303033719716744e+01,3.252480179071426392e-03,-1.838604337535798550e-03,-1.159154996275901794e-02
7.415083562969249087e+00,5.649636334178616437e+00,8.114630461130973416e+00,3.070448338985443115e-02,5.167504772543907166e-02,2.904237248003482819e-02
1.008100399558657756e+01,3.928125111999538621e+00,9.816813842560636161e+00,-1.216740711242891848e-04,9.120390750467777252e-03,-2.426121383905410767e-02
1.468027329694832162e+01,7.611949961505874995e+00,8.261372243901043078e+00,-5.353378877043724060e-02,2.731493674218654633e-02,2.167751453816890717e-02
5.921600366195216125e+00,7.900613409934300613e+00,8.838782197442235145e+00,5.329240486025810242e-02,2.743265964090824127e-02,6.189798936247825623e-02
1.017945813462134907e+01,6.227343277843857550e+00,1.156130328244898209e+01,2.441289369016885757e-03,-5.132213979959487915e-02,8.339028060436248779e-02
1.491401245604177817e+01,1.345795497637302418e+01,1.125872632105264870e+01,3.734504431486129761e-02,2.627944201231002808e-02,-9.998622350394725800e-03
5.693849188788393079e+00,1.386309011627181853e+01,1.116285202905901386e+01,-3.664744272828102112e-02,3.287677466869354248e-02,-4.056405741721391678e-03
