# x,y,z,vel.x,vel.y,vel.z
48.223667,-34.923866,-27.086613,-2.0570762e-05,1.48974705e-05,-1.0780717e-05
-19.282501,41.33473,39.013134,-1.8099423e-05,3.8798553e-05,7.98531e-06
-11.126035,-20.948164,49.26201,-2.0726413e-05,-3.902388e-05,5.4644108e-05
-47.570236,31.21923,43.67748,-2.0525917e-05,1.3470676e-05,2.0029715e-06
-24.836775,-22.826473,32.443733,-6.704851e-05,-6.162165e-05,2.7767648e-05
-41.96796,11.525244,49.389423,-3.1310425e-05,8.598503e-06,1.52107e-05
6.3916755,-17.394821,-0.1119562,-7.0690257e-06,1.9238218e-05,-0.001068097
22.707531,-9.712721,16.582508,0.00030710944,-0.00013136023,-8.51123e-06
-25.7125,32.023655,-14.262798,4.5075627e-05,-5.6139383e-05,-5.1524392e-05
4.3669734,6.110296,41.638607,2.4316585e-05,3.4023742e-05,0.00015424126
38.088852,-24.139547,-45.35026,-3.0190276e-05,1.9133684e-05,1.231803e-05
-19.644518,-37.298145,-34.766945,2.629147e-05,4.9918366e-05,8.621626e-06
-6.346313,21.466564,-12.632374,0.00013799887,-0.00046678455,-8.912712e-05
-34.55772,10.355072,3.8463,-4.1034265e-05,1.2295742e-05,-0.0001289087
43.592632,35.671616,-2.6514826,-3.854809e-06,-3.15437e-06,-3.490534e-05
25.180265,17.78116,46.525875,4.0159117e-05,2.835856e-05,3.9073846e-05
6.2444086,-6.3955374,-33.651672,-7.35324e-05,7.531189e-05,0.00026045885
-5.672935,-26.376198,6.5723314,-4.463605e-05,-0.00020753441,-0.0002477463
-24.639843,13.924359,-12.489286,0.00020977444,-0.0001185467,-0.00010566324
-2.2190025,-49.833576,-35.728436,1.7125058e-06,3.84588e-05,6.7776557e-07
20.042555,24.378317,-0.40919054,-5.14576e-06,-6.2589384e-06,-0.00020429748
-7.8250084,12.396896,11.224824,-0.00077771756,0.0012321112,0.00020078463
-40.2277,1.8914849,17.15848,-8.173097e-05,3.8430053e-06,-3.98396e-05
12.481708,9.682146,3.8039522,0.00092173484,0.0007149963,-0.0012918344
27.470558,-18.297628,-3.8551226,-5.104491e-05,3.4000062e-05,-0.00016716472
19.505932,-33.163902,43.9084,2.3558916e-05,-4.0054765e-05,2.2116064e-05
-25.146694,-44.28742,-6.0557556,8.181339e-06,1.4408668e-05,-4.479146e-05
-23.90287,-48.818825,-46.460407,1.11317195e-05,2.2735205e-05,4.6593414e-06
-21.1811,34.544624,-44.60983,2.2189171e-05,-3.6188718e-05,1.858352e-05
-47.37179,-37.979877,20.573318,-1.701153e-05,-1.3638834e-05,-1.6396207e-05
15.398496,-39.787926,-21.815283,-2.5178602e-05,6.5058564e-05,-2.1063699e-05
26.14601,11.063795,14.960569,0.00022017807,9.316919e-05,-6.241548e-05
39.733055,-48.918545,-43.27153,-1.2363193e-05,1.5221299e-05,-4.7480557e-07
-11.219367,-34.16263,-6.0346427,2.0354577e-05,6.1979066e-05,-0.00012029817
-26.899553,-28.328756,-2.5459442,1.4388096e-05,1.51525555e-05,-0.00010463919
31.464209,-26.87254,11.158018,4.6497185e-05,-3.9711726e-05,-6.366818e-05
-43.3305,-48.825504,-0.9833985,6.805786e-07,7.668868e-07,-2.2577507e-05
49.843407,-44.887707,40.70409,1.2820892e-05,-1.1546149e-05,-2.4401418e-06
-22.227505,-28.68903,-22.731136,6.630927e-05,8.558534e-05,-1.1201e-05
49.25084,30.42243,-16.276243,-1.9308885e-05,-1.1927165e-05,-2.248359e-05
-6.4238124,41.97521,-5.932024,5.049716e-06,-3.299643e-05,-7.568478e-05
24.072489,36.202396,47.14086,1.9547595e-05,2.9397439e-05,1.4872083e-05
-11.736982,-16.499962,-29.556719,0.000107747655,0.00015147262,0.00014259962
20.39965,3.6743054,37.70149,9.581069e-05,1.725699e-05,0.000101985126
33.83235,-13.771805,27.143105,8.848017e-05,-3.6016732e-05,5.433488e-06
-21.244053,47.412136,2.279443,-2.4272902e-06,5.4171846e-06,-4.461105e-05
18.365385,-29.999056,-35.45128,-3.9139115e-05,6.393205e-05,2.6268825e-05
-36.892776,-8.1422615,-44.88715,4.4410866e-05,9.801527e-06,2.3594814e-05
46.125275,12.776167,-4.5913806,-1.5752743e-05,-4.363324e-06,-5.5279736e-05
20.501621,-4.4020348,-40.676636,-7.639111e-05,1.6402446e-05,8.894607e-05
38.686802,-1.4520804,-0.1615334,-1.3895514e-06,5.2155762e-08,-0.00010968893
46.88338,-8.998315,-26.127867,-4.8433627e-05,9.295839e-06,-1.169915e-05
-46.442287,-49.12467,-17.383293,9.2045e-06,9.7361135e-06,-1.4992849e-05
-18.249708,-11.014445,4.36978,-0.00033571394,-0.00020261706,-0.00055555877
48.587738,38.436867,-48.356915,-1.4696285e-05,-1.1625937e-05,1.8123594e-06
-30.717299,49.990105,-42.418663,1.2293936e-05,-2.0007503e-05,5.838781e-07
23.0544,-44.521114,21.483297,1.9415502e-05,-3.749393e-05,-2.0474732e-05
2.1176884,44.458565,26.98835,2.8205604e-06,5.9214526e-05,-8.177211e-06
-38.35927,41.58853,3.664627,-4.5617667e-06,4.9457985e-06,-3.41309e-05
18.856062,-2.1368322,-24.813278,-0.00028796654,3.263326e-05,0.00018668141
34.383583,-41.143833,-5.106212,-7.3730125e-06,8.822642e-06,-3.924873e-05
-24.6779,16.52051,-27.453848,0.00011704788,-7.8357225e-05,3.79382e-05
-49.537086,28.99079,5.401275,-7.982685e-06,4.671738e-06,-3.199263e-05
-10.767237,29.584934,-32.606533,3.4220957e-05,-9.4028204e-05,3.8020815e-05
-38.708443,-18.850605,22.062954,-6.1007515e-05,-2.9709994e-05,-2.0354648e-05
7.6737533,-15.866792,47.517303,2.0046475e-05,-4.1449457e-05,7.7909135e-05
-29.474081,20.216803,23.969198,-9.0302114e-05,6.193985e-05,-4.2536967e-06
-37.854736,-41.9768,-33.86717,1.941645e-05,2.153072e-05,-4.412318e-06
-45.132343,23.473785,-35.691303,3.265732e-05,-1.6985385e-05,-7.49842e-08
40.96817,44.79193,12.506951,1.06161715e-05,1.1607037e-05,-2.3148761e-05
8.435531,40.712055,8.998635,1.045121e-05,5.044023e-05,-7.0973365e-05
-15.3964205,4.7658463,48.7996,-3.8509446e-05,1.1920302e-05,7.773575e-05
46.049454,7.4351287,-43.311115,-3.5729263e-05,-5.7688057e-06,9.608926e-06
-49.367634,-7.8464413,5.9521327,-1.733997e-05,-2.7559915e-06,-4.7378864e-05
-6.9325476,-8.9713955,-10.336052,0.0015433814,0.0019972865,0.00085432513
43.87542,22.65982,37.561443,3.3646895e-05,1.7377211e-05,2.813836e-06
38.910908,46.977325,-23.708885,-1.45080885e-05,-1.7515691e-05,-1.3492203e-05
16.3714,19.742344,-17.420603,-0.00018884403,-0.00022772756,-4.853139e-06
-6.472849,31.50424,14.323494,-3.2864165e-05,0.0001599543,-7.0896785e-05
-23.854105,-2.3869147,-26.260006,0.00020435428,2.0448371e-05,9.139085e-05
-22.858324,-16.276144,17.786928,-0.00019080618,-0.00013586252,-1.9830615e-05
26.0537,10.670423,-31.579956,-0.00011282276,-4.620706e-05,5.6596487e-05
21.058558,-11.451429,40.052467,7.0224734e-05,-3.818758e-05,7.425698e-05
29.706999,34.207214,-33.36317,-3.302013e-05,-3.8022292e-05,2.2585023e-06
-10.742229,-36.505733,37.43343,-1.7342867e-05,-5.8936952e-05,1.9963634e-05
45.47113,-16.699158,-2.7842736,-8.998272e-06,3.3045974e-06,-5.4776472e-05
-46.398037,38.752357,-27.090683,1.8581602e-05,-1.5519632e-05,-1.0657064e-05
